Name,photoURL,trashpiece_lat,trashpiece_long,rubbishRunID,userName,rubbishType,Morphology,Brand,city,totalNumberOfItemsTagged,numberOfItemsTagged,runDescription,datetime,rubbish_run_x,rubbish_run_y,Mile,dist_m,geometry,MileMark_X,MileMark_Y,Survey_Type,Number_Of_People,Reported_Mile_Marker,Is_Control,Extrapolation_Mile_Fraction,Snow_Percent,Night_Survey
5gNrXFSzWyYVMbtdaP6P,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F5gNrXFSzWyYVMbtdaP6P.jpg?alt=media&token=52f21d2e-f1ce-44fe-a1d0-a2ce968083d9,36.7746831453883,-118.41867683799,hIGdlAsaodUrlHi7tpOs,notracetrails,soft plastic,fragment,other,Shaver Lake,1,1,"mile 790, 2 surveyers, night survey",2023-09-19T03:41:40.759857Z,-118.415234957,36.7701161430001,790,593.188526773691,-118.41867683799|36.7746831453883|0,-118.415235,36.7701161,night,2,mile 790,FALSE,,0,TRUE
ESEBTrXKjC51AMyYw2Kf,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FESEBTrXKjC51AMyYw2Kf.jpg?alt=media&token=a724ae5c-6bab-41dd-94a4-7228cf98a75d,36.8683492003571,-118.426866338815,7T0V50MBGsRQEIoBcWqu,notracetrails,glass,fragment,other,Shaver Lake,2,2,"mile 800, 2 surveyers",2023-09-18T21:43:25.119463Z,-118.4263254,36.8672666000001,800,129.641626532064,-118.426866338815|36.8683492003571|0,-118.4263254,36.8672666000001,"",2,mile 800,FALSE,,0,FALSE
GPDm8vZ8YdksWp3NJRjn,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FGPDm8vZ8YdksWp3NJRjn.jpg?alt=media&token=dfe0fcb6-6bfd-4d4c-95cb-07c3b03acdf7,36.9499681572118,-118.433150600721,VSftwjPeX6FyVFgC9XSG,notracetrails,other,hat,other,Shaver Lake,1,1,"mile 810, 2 surveyers",2023-09-18T15:07:29.954136Z,-118.4303971,36.9466393000001,810,443.718008473584,-118.433150600721|36.9499681572118|0,-118.4303971,36.9466393000001,"",2,mile 810,FALSE,,0,FALSE
CMBQMK9Wd7DwP5YIUxdo,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FCMBQMK9Wd7DwP5YIUxdo.jpg?alt=media&token=1dfe13f5-3520-4441-8ce2-dfd7f0d57af7,37.0533114685392,-118.472293865446,BDouceAgaNJaLaOFkUgy,notracetrails,sanitary waste,bandage,other,Shaver Lake,1,2,"mile 820, 1 surveyer",2023-09-17T22:10:54.188759Z,-118.4685133,37.0474296,820,735.069690146012,-118.472293865446|37.0533114685392|0,-118.4685133,37.0474296,"",1,mile 820,FALSE,,0,FALSE
ZRsamuexEy8cT73kGzyf,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FZRsamuexEy8cT73kGzyf.jpg?alt=media&token=23f509d1-39ea-49c6-b121-96af40004c00,37.0537043760288,-118.472555018581,BDouceAgaNJaLaOFkUgy,notracetrails,metal,fragment,other,Shaver Lake,1,2,"mile 820, 1 surveyer",2023-09-17T22:09:29.485785Z,-118.4685133,37.0474296,820,784.52089726736,-118.472555018581|37.0537043760288|0,-118.4685133,37.0474296,"",1,mile 820,FALSE,,0,FALSE
"","",37.0733572589579,-118.59562332753,YbW0f1J616mKx5hdwE6U,macygustavus,other,other,other,"",0,0,830 survey SOBO; 1 person; no trash,2023-09-17T15:46:27.870008Z,-118.591385581,37.0668413450001,830,816.283160577716,-118.59562332753|37.0733572589579|0,-118.5913856,37.0668413,confirmed_notrash,1,,FALSE,,0,FALSE
z1fSXnJu5yLVWzFc3VgK,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fz1fSXnJu5yLVWzFc3VgK.jpg?alt=media&token=24ed4743-c55e-4647-b133-e72e83ca24e9,37.1143132167723,-118.674858898605,LlZK570AqxuObmCmC64c,notracetrails,soft plastic,fragment,other,Shaver Lake,1,3,"mile 840, 2 surveyers",2023-09-17T00:42:58.080437Z,-118.6736314,37.1141148,840,111.056880060067,-118.674858898605|37.1143132167723|0,-118.6736314,37.1141148,"",2,mile 840,FALSE,,0,FALSE
AzhAOZ8zxMAR2C5X9G64,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FAzhAOZ8zxMAR2C5X9G64.jpg?alt=media&token=00ea782c-82ca-4b0c-a0ca-2b412d25ef3c,37.1163357331221,-118.680378777256,LlZK570AqxuObmCmC64c,notracetrails,plastic rubber,fragment,other,Shaver Lake,1,3,"mile 840, 2 surveyers",2023-09-17T00:31:10.441678Z,-118.6736314,37.1141148,840,647.252128432392,-118.680378777256|37.1163357331221|0,-118.6736314,37.1141148,"",2,mile 840,FALSE,,0,FALSE
x06b9jQX0MoY1EWOJuSc,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fx06b9jQX0MoY1EWOJuSc.jpg?alt=media&token=7f23d7ae-c680-4661-ace2-8036382e9ea7,37.1174116841297,-118.681544110522,LlZK570AqxuObmCmC64c,notracetrails,plastic rubber,fragment,other,Shaver Lake,1,3,"mile 840, 2 surveyers",2023-09-17T00:28:22.766878Z,-118.6736314,37.1141148,840,791.614086519134,-118.681544110522|37.1174116841297|0,-118.6736314,37.1141148,"",2,mile 840,FALSE,,0,FALSE
"","",37.1920565329838,-118.762563346064,eex6nd3DML1vzDig76bV,notracetrails,other,other,other,"",0,0,"mile 850, 2 surveyers, no trash",2023-09-16T18:13:31.503952Z,-118.752805459,37.1892849440001,850,917.663471287791,-118.762563346064|37.1920565329838|0,-118.7528055,37.1892849,confirmed_notrash,2,mile 850,FALSE,,0,FALSE
"","",37.2406149097134,-118.870074916742,FfxMRMsb83r1KrTwxuqN,notracetrails,other,other,other,"",0,0,"mile 860, 1 surveyer, no trash",2023-09-16T01:22:59.807625Z,-118.869683229,37.2356638000001,860,551.630003046967,-118.870074916742|37.2406149097134|0,-118.8696832,37.2356638,confirmed_notrash,1,mile 860,FALSE,,0,FALSE
"","",37.3335146857773,-118.867309643066,3tkDeNfOGmVAuqt4kPYk,macygustavus,other,other,other,"",0,0,870 survey SOBO; 1 person; no trash,2023-09-15T19:48:49.553089Z,-118.8678856,37.3261905000001,870,816.004170941113,-118.867309643066|37.3335146857773|0,-118.8678856,37.3261905,confirmed_notrash,1,,FALSE,,0,FALSE
e7IuLDM2i26iDnTeJ9XX,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fe7IuLDM2i26iDnTeJ9XX.jpg?alt=media&token=f90ac9d7-9b78-452d-9d93-a9e2ebb755ed,37.4151978330534,-118.917343594176,imQ3Ne3ZGzzprTgoo71A,notracetrails,cloth,label,other,Shaver Lake,1,4,"mile 880, 2 surveyers, survey at night",2023-09-15T03:32:01.655934Z,-118.923779,37.4130449,880,616.723999881543,-118.917343594176|37.4151978330534|0,-118.923779,37.4130449,night,2,mile 880,FALSE,,0,TRUE
PmSwuNSExknqAYqP2rvL,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FPmSwuNSExknqAYqP2rvL.jpg?alt=media&token=fb29ef0d-38a0-42e9-bfb9-16759e424a0a,37.4152658677492,-118.916746616512,imQ3Ne3ZGzzprTgoo71A,notracetrails,soft plastic,fragment,other,Shaver Lake,1,4,"mile 880, 2 surveyers, survey at night",2023-09-15T03:30:45.804161Z,-118.923779,37.4130449,880,668.386358905604,-118.916746616512|37.4152658677492|0,-118.923779,37.4130449,night,2,mile 880,FALSE,,0,TRUE
BJ6iKPkLMyySror1V0zy,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FBJ6iKPkLMyySror1V0zy.jpg?alt=media&token=336e9a53-6bb3-4eb6-86e3-0b2afa50ad2a,37.4158445296815,-118.915315764026,imQ3Ne3ZGzzprTgoo71A,notracetrails,sanitary waste,bandage,other,Shaver Lake,1,4,"mile 880, 2 surveyers, survey at night",2023-09-15T03:28:03.154398Z,-118.923779,37.4130449,880,809.692075718468,-118.915315764026|37.4158445296815|0,-118.923779,37.4130449,night,2,mile 880,FALSE,,0,TRUE
DhMSOoFrR74VCwVi4J18,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FDhMSOoFrR74VCwVi4J18.jpg?alt=media&token=bf363ac2-a8aa-438f-bafd-8aa9df89cdec,37.4158210419351,-118.915287485068,imQ3Ne3ZGzzprTgoo71A,notracetrails,metal,saftey pin,other,Shaver Lake,1,4,"mile 880, 2 surveyers, survey at night",2023-09-15T03:27:51.808895Z,-118.923779,37.4130449,880,811.000623155045,-118.915287485068|37.4158210419351|0,-118.923779,37.4130449,night,2,mile 880,FALSE,,0,TRUE
11huOhEPwbMAVby2CfHH,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F11huOhEPwbMAVby2CfHH.jpg?alt=media&token=33236974-6b29-4514-bccc-05d0451743a0,37.494831522055,-118.931471050789,PGRBT9rP0kGA0HaEqgel,notracetrails,plastic rubber,fragment,other,Shaver Lake,1,2,"mile 890, 2 surveyers",2023-09-14T22:44:13.861995Z,-118.9323885,37.49408895,890,115.625480306683,-118.931471050789|37.494831522055|0,-118.9323885,37.49408895,"",2,mile 890,FALSE,,0,FALSE
6mahK0xZZNzqx14mJ3mc,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F6mahK0xZZNzqx14mJ3mc.jpg?alt=media&token=078c6601-9dac-4a1b-a931-3abebd5ac053,37.4991492596563,-118.927527384533,PGRBT9rP0kGA0HaEqgel,notracetrails,hard plastic,fragment,other,Shaver Lake,1,2,"mile 890, 2 surveyers",2023-09-14T22:35:56.448051Z,-118.9323885,37.49408895,890,707.477962624899,-118.927527384533|37.4991492596563|0,-118.9323885,37.49408895,"",2,mile 890,FALSE,,0,FALSE
"","",37.5514965170359,-119.018453737454,Fq5Ol33f0iJJAJS2101O,notracetrails,other,other,other,"",0,0,"mile 900, 2 surveyers, DUPLICATE SURVEY, no trash",2023-09-14T17:01:06.125293Z,-119.0081149,37.5485676000001,900,967.888940460973,-119.018453737454|37.5514965170359|0,-119.0081149,37.5485676,"repeat_control, confirmed_notrash",2,mile 900,TRUE,,0,FALSE
"","",37.5514810486115,-119.018504172674,95hU1eesTkW5VESqrTiq,notracetrails,other,other,other,"",0,0,"mile 900, 2 surveyers, no trash, accidentally trackrd back to the start but didnt survey back track",2023-09-14T16:46:50.861332Z,-119.0081149,37.5485676000001,900,971.502258675929,-119.018504172674|37.5514810486115|0,-119.0081149,37.5485676,"repeat_control, confirmed_notrash",2,mile 900,FALSE,,0,FALSE
OPzN5Mt8NDpiDuUItied,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FOPzN5Mt8NDpiDuUItied.jpg?alt=media&token=8e820026-2c0c-49a2-b564-206b61aaaa8f,37.6325126997443,-119.089420022487,H3Yi4ZzPs2H3jrexQOE8,notracetrails,sanitary waste,bandage,other,Bass Lake,1,8,"mile 910, 2 surveyer",2023-09-13T02:03:45.232937Z,-119.0885824,37.6302999000001,910,256.870993772179,-119.089420022487|37.6325126997443|0,-119.0885824,37.6302999000001,"",2,mile 910,FALSE,,0,FALSE
b0rFHGsZbon8EudIqC7Y,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fb0rFHGsZbon8EudIqC7Y.jpg?alt=media&token=b9d24121-fa34-43a4-9aff-f20dfa4b05c2,37.6331067029852,-119.088681501322,H3Yi4ZzPs2H3jrexQOE8,notracetrails,food,sunflower seeds,other,Bass Lake,1,8,"mile 910, 2 surveyer",2023-09-13T02:01:48.967636Z,-119.0885824,37.6302999000001,910,312.22472942839,-119.088681501322|37.6331067029852|0,-119.0885824,37.6302999000001,"",2,mile 910,FALSE,,0,FALSE
JBq3pYIVSUj8IJm0wixy,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FJBq3pYIVSUj8IJm0wixy.jpg?alt=media&token=28b2747d-ee8f-4464-9bd2-3781b50a7f15,37.6338663886427,-119.087923775991,H3Yi4ZzPs2H3jrexQOE8,notracetrails,food,sunflower seeds,other,Bass Lake,1,8,"mile 910, 2 surveyer",2023-09-13T01:59:30.389591Z,-119.0885824,37.6302999000001,910,400.794771465126,-119.087923775991|37.6338663886427|0,-119.0885824,37.6302999000001,"",2,mile 910,FALSE,,0,FALSE
Rz3SiZIRVPcHgv9FlhW5,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FRz3SiZIRVPcHgv9FlhW5.jpg?alt=media&token=afaae0fa-839d-4f93-9e11-306ee695aba1,37.6357385454799,-119.087939386124,H3Yi4ZzPs2H3jrexQOE8,notracetrails,ceramic,fragment,other,Bass Lake,1,8,"mile 910, 2 surveyer",2023-09-13T01:54:33.650669Z,-119.0885824,37.6302999000001,910,607.395816215351,-119.087939386124|37.6357385454799|0,-119.0885824,37.6302999000001,"",2,mile 910,FALSE,,0,FALSE
BStkDOQivDvQJvcfj4zK,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FBStkDOQivDvQJvcfj4zK.jpg?alt=media&token=793672d7-334f-4d6b-bbc9-59297a076f8b,37.6364130566846,-119.088332269108,H3Yi4ZzPs2H3jrexQOE8,notracetrails,cloth,hair tie,other,Bass Lake,1,8,"mile 910, 2 surveyer",2023-09-13T01:52:46.917202Z,-119.0885824,37.6302999000001,910,680.109846713706,-119.088332269108|37.6364130566846|0,-119.0885824,37.6302999000001,"",2,mile 910,FALSE,,0,FALSE
eUtnYHiV1bKhTTmO3KzD,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FeUtnYHiV1bKhTTmO3KzD.jpg?alt=media&token=311dc4ee-e470-461c-918d-0f84d14dc996,37.6364311162209,-119.088360714413,H3Yi4ZzPs2H3jrexQOE8,notracetrails,soft plastic,bottle cap,other,Bass Lake,1,8,"mile 910, 2 surveyer",2023-09-13T01:52:32.217995Z,-119.0885824,37.6302999000001,910,682.04063808718,-119.088360714413|37.6364311162209|0,-119.0885824,37.6302999000001,"",2,mile 910,FALSE,,0,FALSE
6Zzo0cTISl3vBBwPbgwH,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F6Zzo0cTISl3vBBwPbgwH.jpg?alt=media&token=e7afc336-60e6-4b4a-bc5f-b2f5a444d93b,37.6365333519159,-119.088365013334,H3Yi4ZzPs2H3jrexQOE8,notracetrails,sanitary waste,wipes,other,Bass Lake,1,8,"mile 910, 2 surveyer",2023-09-13T01:52:06.914948Z,-119.0885824,37.6302999000001,910,693.39361067558,-119.088365013334|37.6365333519159|0,-119.0885824,37.6302999000001,"",2,mile 910,FALSE,,0,FALSE
Q9S7KrPTE01EQc9vTPGf,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FQ9S7KrPTE01EQc9vTPGf.jpg?alt=media&token=6b922566-a069-4911-b272-c2bfb50d8168,37.6377208158724,-119.088101796917,H3Yi4ZzPs2H3jrexQOE8,notracetrails,soft plastic,package ends,other,Bass Lake,1,8,"mile 910, 2 surveyer",2023-09-13T01:50:02.749879Z,-119.0885824,37.6302999000001,910,826.254058774552,-119.088101796917|37.6377208158724|0,-119.0885824,37.6302999000001,"",2,mile 910,FALSE,,0,FALSE
1lIskmqESqIh1a5ckn9Z,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F1lIskmqESqIh1a5ckn9Z.jpg?alt=media&token=7710f5c2-3284-494e-8f73-5310712e0e88,37.7130432803719,-119.118973889313,fs9LrM6UHveExZhpSYKQ,notracetrails,soft plastic,fragment,other,Bass Lake,1,1,"mile 920, 2 surveyers",2023-09-12T21:51:01.224623Z,-119.1175565,37.7116510000001,920,198.778920516097,-119.118973889313|37.7130432803719|0,-119.1175565,37.7116510000001,"",2,mile 920,FALSE,,0,FALSE
"","",37.7600436704585,-119.247258631624,9aeakJSSYO6kfsXTQR7O,notracetrails,other,other,other,"",0,0,"mile 930,2 surveyers, no trash",2023-09-12T16:46:37.258400Z,-119.2413734,37.7650365000001,930,758.861211655684,-119.247258631624|37.7600436704585|0,-119.2413734,37.7650365,confirmed_notrash,2,mile 930,FALSE,,0,FALSE
"","",37.9200487956758,-119.414061270765,VGXEVuulAxqJnJcusJRx,macygustavus,other,other,other,"",0,0,950 survey start; 2 person; no trash,2023-09-11T02:03:00.103058Z,-119.4161298,37.9157440000001,950,511.910520006157,-119.414061270765|37.9200487956758|0,-119.4161298,37.915744,confirmed_notrash,2,,FALSE,,0,FALSE
kXOUG8qo3Uv3UUsBb8DW,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FkXOUG8qo3Uv3UUsBb8DW.jpg?alt=media&token=9b152755-e532-4de8-865d-3a24908baa66,38.0003107275185,-119.407156248924,NITN75YnK0y3zBpAY6Vo,notracetrails,soft plastic,fragment,other,Groveland,1,1,"mile 960, 2 surveyers",2023-09-10T20:54:30.542255Z,-119.4055923,38.0010395,960,159.203748690388,-119.407156248924|38.0003107275185|0,-119.4055923,38.0010395,"",2,mile 960,FALSE,,0,FALSE
5G5SOSoo06U3VgVkqPnq,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F5G5SOSoo06U3VgVkqPnq.jpg?alt=media&token=f997f5fe-35a1-4a25-b0f8-104e145bb2cd,38.0105954212247,-119.489726669798,Ckf4ObeVJLunrlp6s7nn,macygustavus,soft plastic,fragment,other,Groveland,1,1,970 survey SOBO; 2 people,2023-09-10T16:01:51.599030Z,-119.489188,38.0106441,970,47.5023941250187,-119.489726669798|38.0105954212247|0,-119.489188,38.0106441,"",2,,FALSE,,0,FALSE
"","",38.0449561262858,-119.568700678758,Z5OLbI5In8k6nq49CuUs,notracetrails,other,other,other,"",0,0,"mile 980, 2 surveyers, no trash",2023-09-09T18:19:12.690306Z,-119.558786302,38.0455332500001,980,870.559049761829,-119.568700678758|38.0449561262858|0,-119.5587863,38.0455333,confirmed_notrash,2,mile 980,FALSE,,0,FALSE
"","",38.0914447177556,-119.632659126185,nxIYAM2qHAgMbOoVgzAX,notracetrails,other,other,other,"",0,0,"mile 990, 2 surveyers, no trash",2023-09-08T23:49:57.600895Z,-119.6332734,38.0843630000001,990,789.285300879479,-119.632659126185|38.0914447177556|0,-119.6332734,38.084363,confirmed_notrash,2,mile 990,FALSE,,0,FALSE
4oBwQKQ1p12VwFPLVQir,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F4oBwQKQ1p12VwFPLVQir.jpg?alt=media&token=964f32c1-add2-4f8c-821f-94bd73e25a6e,38.1938725805165,-119.570161947418,eTvCeW8644eHWTnI9xBs,notracetrails,metal,horse shoe,other,Bridgeport,1,2,"mile 1000, 2 surveyers",2023-09-08T18:05:50.100456Z,-119.5696642,38.1931176000001,1000,94.550345109597,-119.570161947418|38.1938725805165|0,-119.5696642,38.1931176000001,"",2,mile 1000,FALSE,,0,FALSE
i8fkk9TayTP95b7g45sY,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fi8fkk9TayTP95b7g45sY.jpg?alt=media&token=7fb16d3c-1838-4244-bf17-78bbeb46225a,38.1957089118829,-119.57156348515,eTvCeW8644eHWTnI9xBs,notracetrails,paper,fragment,other,Bridgeport,1,2,"mile 1000, 2 surveyers",2023-09-08T18:00:20.516094Z,-119.5696642,38.1931176000001,1000,332.527149105119,-119.57156348515|38.1957089118829|0,-119.5696642,38.1931176000001,"",2,mile 1000,FALSE,,0,FALSE
CtYRxZX2uzwrwEJqilx4,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FCtYRxZX2uzwrwEJqilx4.jpg?alt=media&token=3c6b3dd9-f2a8-4a41-8317-acc690be6777,38.2646516185848,-119.620862462339,1f2lzRsHBxorsqXDJkvV,macygustavus,paper,fragment,other,Strawberry,1,1,1010 survey SOBO; 2 people,2023-09-08T01:23:52.430504Z,-119.6142121,38.2596447,1010,804.426478057246,-119.620862462339|38.2646516185848|0,-119.6142121,38.2596447,"",2,,FALSE,,0,FALSE
"","",38.3442928316431,-119.630426019542,wy6an2CLjbKIpoVRYWrx,notracetrails,other,other,other,"",0,0,"mile 1020, 1 surveyer, no trash",2023-09-07T16:25:48.275372Z,-119.638723748,38.346862974,1020,778.021549677858,-119.630426019542|38.3442928316431|0,-119.6387237,38.346863,confirmed_notrash,1,mile 1020,FALSE,,0,FALSE
"","",38.4404723206893,-119.680479979254,1a091blcTwCmKx2OPNOj,macygustavus,other,other,other,"",0,0,1030 survey start SOBO; 1 person; no trash,2023-09-07T00:15:22.796700Z,-119.6794226,38.4334161800001,1030,789.994819505711,-119.680479979254|38.4404723206893|0,-119.6794226,38.4334162,confirmed_notrash,1,,FALSE,,0,FALSE
